Company;Position;Rate;ApplicationDate;Status;StatusDate;Comment;Link
Pell Software, LLC; .NET Software Engineer; 90-120k; 4/10/26;Open; 4/10/26;; https://www.glassdoor.com/job-listing/net-software-engineer-pell-software-JV_KO0,21_KE22,35.htm?jl=1010095810727&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos4-agept-1010095810727&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlrtib0iljeq800-263b23c621bd6ca6&cs=1_ba73346d&s=224&t=JA&pos=104&ja=399775333&guid=0000019d77c4ba20878c49e4f81bf4a4&jobListingId=1010095810727&ea=1&vt=e&cb=1775832214775&ctt=1775849461967&srs=EMAIL_JOB_ALERT&gdir=1;;;
RSVP Communications, Inc; Contract .NET Full Stack Remote Developer (C#, SQL Server, REST APIs); 50-75/hr; 4/10/26;Open; 4/10/26;; https://www.glassdoor.com/job-listing/contract-net-full-stack-remote-developer-c-sql-server-rest-apis-rsvp-communications-JV_KO0,63_KE64,83.htm?jl=1010094460352&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age1d-1010094460352&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlrtib0iljeq800-6c6c7a9ea6b2e318&cs=1_f9c130bd&s=224&t=JA&pos=108&ja=399775333&guid=0000019d77c4ba20878c49e4f81bf4a4&jobListingId=1010094460352&ea=1&vt=e&cb=1775832214775&ctt=1775849483286&srs=EMAIL_JOB_ALERT&gdir=1;;;
Sonsoft Inc; Net Developer; 45-60/hr; 4/10/26;Open; 4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6IlNka3RtTTljRUEwQk83aE05T0lXZkEiLCJtYXRjaF9pZCI6IjAxOWQ3ODA5LTE5ZjUtNzM4OC05ZmI3LTU3MDNhOTM5Y2MxMCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFFajBveWk1REIxUGlPXzF4SWpVZXhWU3hlUmdRWHlzNERKZUtRSnlLNVBnREpzZUI5c2Nmak9MSU1mV0tvaWNSUzE4VjhtIiwic291cmNlX3BsYWNlbWVudF9pZCI6NDMwMjR9?tsid=111000153;;;
Global Channel Management, Inc; .Net Developer; 60/hr; 4/10/26;Open; 4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6IkRGMlZTZkNlWURxcW9VQ2VDekVTRWciLCJtYXRjaF9pZCI6IjAxOWQ3ODA5LTE5ZjUtNzM5MS04MzI5LWM5YjNlZWMwMjJhOCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFGUXdKSmpFNkRmRG1PUnFRSVQ1WDVENDFoNjB0cVp0TEFyTm92QUZJcGxZRXljWDdsVDUwTmh2RWpfb3RzQzV2bU85RFZhIiwic291cmNlX3BsYWNlbWVudF9pZCI6NDMwMjR9?tsid=111000153;;;
MeeBoss; Software Engineer; 90-110k; 4/10/26;Open; 4/10/26;; https://www.linkedin.com/jobs/view/4399482806/?trackingId=t%2BNHex0iNC5b6aF0%2FCUMKA%3D%3D&refId=OFYwTsax1kjh4QnLcAnUog%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0CjLYVdEhqDIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4399482806_ssid_14583149764_fmid_mw6pip~mnt2ybki~y7&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4399482806_ssid_14583149764_fmid_mw6pip~mnt2ybki~y7-null-mw6pip~mnt2ybki~y7-null-null&eid=mw6pip-mnt2ybki-y7&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYmM4Y2M4ZDQ0NzljYWQ4ZDZmN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmNWJjZTc1YzhkZjdiZDIxNWViNmExZTZmZTU2MTU3ZTU5YTNkY2IwMzA5NjQ5ZGIsMSwx;;;
S.S. White Technologies; Software Developer; 75-100k; 4/10/26;Open; 4/10/26;; https://www.glassdoor.com/job-listing/software-developer-ss-white-technologies-JV_IC1154421_KO0,18_KE19,40.htm?jl=1010089897256&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos9-age6d-1010089897256&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jls6sj8il6gs800-bfc5afc6a7d71a4d---6NYlbfkN0ARkzdzHqkw_6-cT3_y4956ZYkvt2s3_qwJ5gvFu1SaT_lLOJ9eAO-zoy-lE84zOZ6EX0yf5RlRB9xTVod58-ITu7HArEDiUS-JrLdkduKD3IC3wM9HmeLXSU2ZFb9wmG4suuuB-CWngMwTxzPcSffbtcWkNEs1pKeeQyKFQbkuZZjr4PFFl-JCzUNHBSOKAaA5Bqjj9e2HS0pov7iY2CncmyNRttUPDTW_t1FGQoEII07Ip3v-8X04ygFyGcrxX1XFTtAW1OeUTeTroIQjSqnQQv_IevjvnnoH47IpTErN8H-cXoOGipZDrB7anIwsUOxpKJP0CN5CkhEDSZUMzd58VdlKTWJ2WZ7GVm1ZnMz0QbitQXxlhWHd9P14P-bCtDxkaXve-BULRyj0mfjcSbXkvxpYStk86a1SA_jmglzb9SWjd_zlJmno0ol85JvLO3nI40wH2x9SeZ2rvuooJkeom9kKRMTBwswuWwRG6E0ceIwZj8qwUWJzaWZMH_Q6U1Qw4m-aKaaJEv6gxqk8sGGte7rd0_pXS4FPkOI44FFLE61nbO5MkjTdkKr4OCNVTnLZntndaCkcjxcV1rlXP8N7KPOCARX-9cMXzMTshYsm1K6iekzOwX_C1tPInfew8jMkzpwHv33ZSw27TMBdu85VvPzNYR4L0eppkBj8enWNn1bttX5Cf55FMGu8xIKIna1rh_o7B2G4onsi9_q96DOQig99NAfCUarvuun0rz72Wwcyzaf0aLRYBhdE7-DyrTDsbTI21XZTE1iKlOA9rYs9JdObaw6i3R2fdTtkcWzdHb_mxQkdCKoc_UpjjJWyq_U%3D&cs=1_c515e70a&s=224&t=JA&pos=109&cpc=9908D8D4413DBB8A&ja=401273461&guid=0000019d7832cb7488e92f415e40d5e8&jobListingId=1010089897256&ea=1&vt=e&cb=1775841988262&ctt=1775849789659&srs=EMAIL_JOB_ALERT&gdir=1;;;
Cat5 Resources; Software Developer; ; 4/10/26;Open; 4/10/26;; https://www.linkedin.com/jobs/view/4399852598/?trackingId=VGA%2F6V7cGQoe9Ul6AlTZDw%3D%3D&refId=9CTnB1DOTAXOK7tKRdqhbw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3CwOzrPJXcDIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4399852598_ssid_14583149772_fmid_mw6pip~mnt78ntp~o8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4399852598_ssid_14583149772_fmid_mw6pip~mnt78ntp~o8-null-mw6pip~mnt78ntp~o8-null-null&eid=mw6pip-mnt78ntp-o8&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYmM4YmNkZDI0OTkwYWU4NzZhN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmOGNhYzg2Y2JiZDE5ZDM2MDk4N2U3NzdkZGM5ZmUzMDYzZDhiMzQzMzFkMWNjNjcsMSwx;;;
LaSalle Network; .NET Developer (WinForms); ; 4/10/26;Open; 4/10/26;; https://www.linkedin.com/jobs/view/4399470128/?trackingId=fqSWUb9AZA541iUuawIeHw%3D%3D&refId=9CTnB1DOTAXOK7tKRdqhbw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3CwOzrPJXcDIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4399470128_ssid_14583149772_fmid_mw6pip~mnt78ntp~o8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4399470128_ssid_14583149772_fmid_mw6pip~mnt78ntp~o8-null-mw6pip~mnt78ntp~o8-null-null&eid=mw6pip-mnt78ntp-o8&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYmM4YmNkZDI0OTkwYWU4NzZhN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmOGNhYzg2Y2JiZDE5ZDM2MDk4N2U3NzdkZGM5ZmUzMDYzZDhiMzQzMzFkMWNjNjcsMSwx;;;
Neos Consulting Group; Sr. .NET Application Programmer; ; 4/10/26;Open; 4/10/26;; https://www.linkedin.com/jobs/view/4395433764/?trackingId=vEtEvlMijduIWg4TADERxQ%3D%3D&refId=TPiiUrInwy99nvDMvtLFbg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1X7VKPfXQsCIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4395433764_ssid_14583149772_fmid_mw6pip~mns0dg1b~h8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4395433764_ssid_14583149772_fmid_mw6pip~mns0dg1b~h8-null-mw6pip~mns0dg1b~h8-null-null&eid=mw6pip-mns0dg1b-h8&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjM4OGNmZDM0MTlkYTg4YzZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZGU0ZGQ2Yzk4Y2Y5YjAyZjBhY2M1ZDg4OTMzMjI1MWRhZDdhM2MyMjY4MTE2ODQsMSwx;;;
Confidential; Software Engineer; 55-65/hr; 4/10/26;Open; 4/10/26;; https://www.linkedin.com/jobs/view/4398531673/?trackingId=X0XNvYzZHYTI87MpZn5W%2Bw%3D%3D&refId=TPiiUrInwy99nvDMvtLFbg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1X7VKPfXQsCIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4398531673_ssid_14583149772_fmid_mw6pip~mns0dg1b~h8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4398531673_ssid_14583149772_fmid_mw6pip~mns0dg1b~h8-null-mw6pip~mns0dg1b~h8-null-null&eid=mw6pip-mns0dg1b-h8&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjM4OGNmZDM0MTlkYTg4YzZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZGU0ZGQ2Yzk4Y2Y5YjAyZjBhY2M1ZDg4OTMzMjI1MWRhZDdhM2MyMjY4MTE2ODQsMSwx;;;
Pure Talent Consulting; Software Engineer; ; 4/10/26;Open; 4/10/26;; https://www.linkedin.com/jobs/view/4395472615/?trackingId=FoD27mMZDqze1VV9d4Novg%3D%3D&refId=TPiiUrInwy99nvDMvtLFbg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1X7VKPfXQsCIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4395472615_ssid_14583149772_fmid_mw6pip~mns0dg1b~h8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4395472615_ssid_14583149772_fmid_mw6pip~mns0dg1b~h8-null-mw6pip~mns0dg1b~h8-null-null&eid=mw6pip-mns0dg1b-h8&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjM4OGNmZDM0MTlkYTg4YzZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZGU0ZGQ2Yzk4Y2Y5YjAyZjBhY2M1ZDg4OTMzMjI1MWRhZDdhM2MyMjY4MTE2ODQsMSwx;;;
SyaRose Technology Services, Inc; .net Developer; 45-60/hr; 4/10/26;Open; 4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6Ilg4SkxzOHZJcmFhY0ozOFAwZFpQa0EiLCJtYXRjaF9pZCI6IjAxOWQ3NDRkLWIzZGMtN2ViYi1hMDM3LTAyNDljYjdlOTA2NCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFGTGhCMjdRb1Y2STJQQWhXM1pmR0d2WjFKLVhzR08yazcwMlIwb3QxRWxMTGswR3k3amtFUTZzcmpUNW9laWhseU5oelp6Iiwic291cmNlX3BsYWNlbWVudF9pZCI6NDMwMjR9?tsid=111000153;;;
WiredPeople; Senior .NET Developer; 51-64/hr; 4/10/26;Open; 4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6IldKUW93QWszYVN4SXR4TkE1MHNfSkEiLCJtYXRjaF9pZCI6IjAxOWQ3NDRkLWIzZGMtN2ViZC1iNjkzLTQyNTZkZDQ2MjBmOCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFIeWVZS3VFS0diWnl6NThLa0pDYlhvSTVlMlVQalp6aGZxdV9lRjhyTmpNeUFLZ2FJd0dYWUdlbUczQ1psb0M2c053WlUiLCJzb3VyY2VfcGxhY2VtZW50X2lkIjo0MzAyNH0=?tsid=111000153;;;
Vitaver & Associates, Inc; Lead .Net Developer (Remote); 56-73/hr; 4/10/26;Open; 4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6IlV3OThDWlBHeS1LX3NUY21kSGF6RUEiLCJtYXRjaF9pZCI6IjAxOWQ3NDRkLWIzZGMtN2ViNC1hODhjLTMyMzFlZWQyN2FkNCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFIdWNra0RzWXRwZW5DX0x4QkRJT2RrWE5KVFc2MjVob3JoOW1fYjcyQzY1S1lIVDZteDNDRXBYOUpncnRmWXlJemhteklJIiwic291cmNlX3BsYWNlbWVudF9pZCI6NDMwMjR9?tsid=111000153;;;
Droisys; NET Developer; 46-61/hr; 4/10/26;Open; 4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6IlRrT3hORFQzQ3QyR0NYN0dVdjhrR1EiLCJtYXRjaF9pZCI6IjAxOWQ3NDRkLWIzZGMtN2VjOC1hNTY4LTQ5YmNhOTAzMzIxMCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFHSEZobjZXMjlDNElCNmRBYk9DVm1JREpxcURjRDNKRzNKWlhHZE5ZVkI2SlpCQnBfSUJxdnJtNU1yb21KZWs0M1BrdDQwIiwic291cmNlX3BsYWNlbWVudF9pZCI6NDMwMjR9?tsid=111000153;;;
Procom Services; 208297 / .NET Developer; ;4/10/26;Open;4/10/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6Ik53TkJTOGV2WHNvazNKWE1ZZnhZdGciLCJtYXRjaF9pZCI6IjAxOWQ3NDRkLWIzZGMtN2VjZC04ZDI1LWM5MzFjYmY1NTIzMSIsImJpZF90cmFja2luZ19kYXRhIjoiQUFISk9DN2dVZEpNaV9UN1NxLURmYW9RY2cyaV9mczR2TUtaaHFQR1F4SVZDLXV4YXo1UTEtZG9DNUluM1J1TXM2bW0wTF9MIiwic291cmNlX3BsYWNlbWVudF9pZCI6NDMwMjR9?tsid=111000153;;;
Arete Technologies Inc.; .Net Application Developer; ; 4/13/26;Open; 4/13/26;; https://jobs.smartrecruiters.com/AreteTechnologiesInc/743999653423150--net-application-develeoper?utm_source=ziprecruiter;;;
Lumen; Sr. Software Engineer 341799; 82-110k; 4/13/26; Rejected; 5/13/2026;; https://www.glassdoor.com/job-listing/sr-software-engineer-lumen-technologies-JV_KO0,20_KE21,39.htm?jl=1010094545635&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos11-agept-1010094545635&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlpso1t1gbnd800-bceddb1a8f25fd27&cs=1_5b870e56&s=224&t=JA&pos=111&ja=396299206&guid=0000019d73b14b67a730bc047b6bbae7&jobListingId=1010094545635&vt=e&cb=1775764244710&ctt=1775848607169&srs=EMAIL_JOB_ALERT&gdir=1;;;
Verint; Sr. Engineer, Software; ; 4/13/26;Open; 4/13/26;; https://www.glassdoor.com/job-listing/sr-engineer-software-verint-systems-JV_KO0,20_KE21,35.htm?jl=1010095567316&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos12-agejp-1010095567316&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlpso1t1gbnd800-b6dcaf8ffd85fd5d&cs=1_5f850d05&s=224&t=JA&pos=112&ja=396299206&guid=0000019d73b14b67a730bc047b6bbae7&jobListingId=1010095567316&vt=e&cb=1775764244711&ctt=1775848609571&srs=EMAIL_JOB_ALERT&gdir=1;;;
FEI Systems; Senior Full Stack Developer (Remote); 100-120k; 4/13/26;Open; 4/13/26;; https://jobright.ai/jobs/info/69d80f17869c7e25d859385e?utm_source=1121&imp_id=3673496432511879909__instant_push__1775768175063_8135&utm_medium=email;;;
System Automation Corporation; Solution Developer; 90135k; 4/13/26;Open; 4/13/26;; https://jobright.ai/jobs/info/69a9e2011f59c56275e2a06f?utm_source=1121&imp_id=3673496432511879909__instant_push__1775768175063_8135&utm_medium=email;;;
Amer Technology, Inc.; Senior application Developer (.Net); ; 4/13/26; Rejected; 5/13/2026;; https://jobright.ai/jobs/info/69d7d2b3869c7e25d859172c?utm_source=1121&imp_id=3673496432511879909__instant_push__1775768175063_2857&utm_medium=email;;;
Global Tax Network; Senior Software Developer III; 115-140k ; 4/13/26;Open; 4/13/26;; https://www.glassdoor.com/job-listing/senior-software-developer-iii-global-tax-network-JV_KO0,29_KE30,48.htm?jl=1010093338505&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age1d-1010093338505&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlq1caukiuei806-4a0eee380bdedd6c&cs=1_28df6f52&s=224&t=JA&pos=102&ja=380629936&guid=0000019d73b185f5846a277321f1f6a7&jobListingId=1010093338505&vt=e&cb=1775769103600&ctt=1775848762535&srs=EMAIL_JOB_ALERT&gdir=1;;;
Deltek; Senior Software Developer; 72-127k; 4/13/26;Open; 4/13/26;; https://www.glassdoor.com/job-listing/senior-software-developer-deltek-JV_KO0,25_KE26,32.htm?jl=1010095642803&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-agejp-1010095642803&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlq1caukiuei806-6027a1302e06da80&cs=1_981db845&s=224&t=JA&pos=110&ja=380629936&guid=0000019d73b185f5846a277321f1f6a7&jobListingId=1010095642803&vt=e&cb=1775769103601&ctt=1775848787363&srs=EMAIL_JOB_ALERT&gdir=1;;;
Kforce Technology Staffing (Armonk, NY); Full Stack Developer; 45-48/hr; 4/16/26;Open; 4/16/26;; https://www.dice.com/job-detail/a5fc2b0c-70a2-4abf-ac71-0af455c631c1;;;
Cotiviti; Staff Engineer I; 140-170k; 4/13/26; Rejected; 5/13/2026;; https://www.indeed.com/viewjob?jk=a79a67c3cdfacc48&tk=1jlq0i4gvg3h2800&from=serp&vjs=3;;;
FinOps Blueprint; Senior .NET Developer (Platform Modernization & Support); 60-85/hr; 4/13/26;Open; 4/13/26;; https://www.indeed.com/viewjob?jk=880dd40b384da0e7&q=C%23+Developer&l=Knoxville%2C+TN&tk=1jlpjsc5bmt19800&from=ja&alid=5f7346a0a81aa31a03e86f8a&xpse=SoDy67I3l8IZD_y-9B0LbzkdCdPP&xfps=1134150d-ae71-4e6d-a05f-89e70d3a4fe7&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jlpjsc5bmt19800&xkcb=SoDC67M3l5gGIvTPnB0CbzkdCdPP;;;
Clara IT Systems; Dotnet Developer; ; 4/13/26;Open; 4/13/26;; https://jobright.ai/jobs/info/69d7ef86f4ea471a51fe28ac?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1775759795087_4949&utm_medium=email;;;
Lantana Consulting Group; Senior Software Engineer; 135-155k; 4/13/26; Rejected; 5/13/2026;; https://jobright.ai/jobs/info/69d7ef86f4ea471a51fe28ac?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1775759795087_4949&utm_medium=email;;;
CES; Senior AI Native Backend Developer - #3071; ; 4/13/26;Open; 4/13/26;; https://jobright.ai/jobs/info/69d783b9e63cea7a8b672322?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1775759795087_4949&utm_medium=email;;;
Municipal Credit Union; Senior Software Developer; 106-150k; 4/13/26;Open; 4/13/26;; https://jobright.ai/jobs/info/69d7e4fe869c7e25d859216d?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1775759795087_4949&utm_medium=email;;;
Pilot/Flying J; Developer II, Enterprise Applications; ; 4/13/26;Open; 4/13/26;; https://www.glassdoor.com/job-listing/developer-ii-enterprise-applications-pilot-company-JV_IC1144394_KO0,36_KE37,50.htm?jl=1010088330395&cs=1_661e4cde&s=350&t=REC_JOBS&pos=104&src=GD_JOB_AD&guid=0000019d88c5c42f942f54221475e7e9&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&jobListingId=1010088330395&ao=1136043&vt=e&jrtk=5-yul1-1-1jm4cbh39gmu880a-0b971b044b4315d7&cb=1776116156247&ctt=1776116213105;;;
Confidential; Senior Application Programmer; 85-118; 4/14/26; Rejected; 5/13/2026;; https://www.indeed.com/viewjob?jk=1014082a33b9dad2&tk=1jm59us7km6es801&from=jobi2a&advn=2715527931820608&adid=445691966&ad=-6NYlbfkN0BFtEjsA8KW36VO-I2kY-FiiF7awyMg5DKM8alybE-Ds9wvbboCrwOFKvrzpbVQLZl4AqbX0rJRSyUTtsMQp3UBCu7jGWocDOiDw4wMWCeGKIKMQj6MLYBSY4FbL__3Yrl_VucxEA26yl4166xtoUHWNXUuhTiRK3vll1OjoBKnV5P5AiU8xZTv3xBUbi-Au_d_9zEOeyiYMaE6-Bww5D9rAImoXHUq20WiLjXgTJDdIZ7uTfZULpYYngv1PzeOfQcsjiROTOfrePkvSWbbkgg2IFnKYn-PNr8cW-ciYaoLKfyWLQ6axCoIB2fZk13cPk__rqXIvJjTZwSsD_TtjAhIVJoEOFp84F6uxeesBMh1Qwpyw-uNRo0v9vpY3003shA42e1_BfQoWjO7H-NfcEPfGz8wP-E0wyQn30zMuHAFOZLiV_zj_UIP4McTPfKQcw6mW1QjJcVu_g70rK9jlvRyry3KkT5s6oDTMbEoQYMH3p4GBG5PjWBHoW2GOm-ErZDnhx1O45GuShcLfc9Xgi6mXtQUL-SZmzxvA2Qf22kPQIqsJyXzktFSqfC50UGR14An5xP0jMuy20nwKxpVaNt8awy-PAmQjCBc-00053HkyU1ZfNMHmHo8&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=ethIe0s0heeLA9uU8hjzGw%3D%3D&jrtk=5-cmh1-1-1jm59uq8do717805-1014082a33b9dad2&xkcb=SoD86_M3kFb0Si0ZVR0IbzkdCdPP&xpse=SoAi6_I3kF2hSKSCIB0MbzkdCdPP&xfps=f4fb337b-73b4-4eec-9bf1-255a911a25b2;;;
Availity; Software Engineer IV; ; 4/14/26; Rejected; 5/13/2026;; https://www.glassdoor.com/job-listing/software-engineer-iv-availity-JV_KO0,20_KE21,29.htm?jl=1010099025377&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-agept-1010099025377&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jm4ksak8kgp7807-14c2185fb556c64e&cs=1_4f35cfb3&s=224&t=JA&pos=105&ja=388890994&guid=0000019d88eef2089df36feca4ffb25d&jobListingId=1010099025377&vt=e&cb=1776125094745&ctt=1776169842575&srs=EMAIL_JOB_ALERT&gdir=1;;;
Baylor Genetics; Sr Software Engineer; ; 4/14/26;Open; 4/14/26;; https://www.linkedin.com/jobs/view/4401016171/?trackingId=zsp1DwEuWBU2lCICWI5asw%3D%3D&refId=RI6oWFvr53Uiy%2Bt116RufQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=10nROPaqSsIcc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4401016171_ssid_15257593108_fmid_mw6pip~mnxq4uj6~2d&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4401016171_ssid_15257593108_fmid_mw6pip~mnxq4uj6~2d-null-mw6pip~mnxq4uj6~2d-null-null&eid=mw6pip-mnxq4uj6-2d&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUxYjU4ZWM4ZDg0OTljYWY4ZTZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmOWYzZGE3MDk5ZWRhMDM5ZjhlYjgxNTBiYzBmOWZiN2RjYWI2Yjc3YWM3OWNkNDcsMSwx;;;
CData Software; Software Engineer III; ; 4/14/26; Rejected; 5/14/2026;; https://www.linkedin.com/jobs/view/4401016171/?trackingId=zsp1DwEuWBU2lCICWI5asw%3D%3D&refId=RI6oWFvr53Uiy%2Bt116RufQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=10nROPaqSsIcc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4401016171_ssid_15257593108_fmid_mw6pip~mnxq4uj6~2d&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4401016171_ssid_15257593108_fmid_mw6pip~mnxq4uj6~2d-null-mw6pip~mnxq4uj6~2d-null-null&eid=mw6pip-mnxq4uj6-2d&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUxYjU4ZWM4ZDg0OTljYWY4ZTZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmOWYzZGE3MDk5ZWRhMDM5ZjhlYjgxNTBiYzBmOWZiN2RjYWI2Yjc3YWM3OWNkNDcsMSwx;;;
Rex.zone; Software Engineering Jobs; 30-50/hr; 4/14/26;Open; 4/14/26;; https://www.linkedin.com/jobs/view/4388386805/?trackingId=Ov69IzKzWIjosVh3XFQU1w%3D%3D&refId=5Cm%2F0ntb7HHmnnUypuJMag%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2gWYP5INeIHYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4388386805_ssid_14583149764_fmid_mw6pip~mnxhk7k0~99&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4388386805_ssid_14583149764_fmid_mw6pip~mnxhk7k0~99-null-mw6pip~mnxhk7k0~99-null-null&eid=mw6pip-mnxhk7k0-99&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUxYjU4ZmNjZDU0MTlkYTY4ZDZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlZmQ4ZDM2M2FkYzk5OTIyMGIwMmZjMWE1YzQ5MTY1OTc4YWZiMjJjNmE0MGY4ZDYsMSwx;;;
